2000-04-01,02:16:12,4.0,16.09,-97.56,16.0,"16 km al NOROESTE de RIO GRANDE, OAX",revisado
2000-04-01,12:02:23,3.8,15.68,-96.73,13.0,"29 km al OESTE de S PEDRO POCHUTLA, OAX",revisado
2000-04-01,18:01:54,3.3,17.15,-100.71,35.0,"12 km al SUROESTE de TECPAN, GRO",revisado
2000-04-03,06:37:20,4.2,16.92,-94.72,112.0,"35 km al ESTE de MATIAS ROMERO, OAX",revisado
